timestamp,solana_volume,avalanche_volume,ethereum_volume,binance_volume,solana_active_validators,avalanche_active_validators,ethereum_active_validators,binance_active_validators,solana_block_time,avalanche_block_time,ethereum_block_time,binance_block_time,solana_avg_cu_per_tx,avalanche_gas_price_gwei,ethereum_gas_price_gwei,binance_gas_price_gwei,solana_cost_per_cu_lamports,avalanche_avg_gas_used,ethereum_avg_gas_used,binance_avg_gas_used,solana_transaction_cost,avalanche_transaction_fee,ethereum_transaction_fee,binance_transaction_fee,solana_tps,avalanche_tps,ethereum_tps,binance_tps
2025-08-18T08:54:57.775098,2710185788,315389391,3999843362,1824684033,null,null,null,null,null,null,null,null,20083.02471550498,0.57629905,0.357310952,0.1,0.9608450981284298,170644.61917725348,191385.87746302702,422880.47253482166,1.9296675853485064e-05,9.834233191946297e-05,6.838427007566953e-05,4.2288047253482166e-05,3576.9666666666667,13.5,18.083333333333332,
