timestamp,solana_price,avalanche_price,ethereum_price,binance_price,solana_usd_market_cap,avalanche_usd_market_cap,ethereum_usd_market_cap,binance_usd_market_cap,solana_usd_24h_vol,avalanche_usd_24h_vol,ethereum_usd_24h_vol,binance_usd_24h_vol,solana_usd_24h_change,avalanche_usd_24h_change,ethereum_usd_24h_change,binance_usd_24h_change,solana_circulating_supply,avalanche_circulating_supply,ethereum_circulating_supply,binance_circulating_supply,solana_inflation_rate,avalanche_inflation_rate,ethereum_inflation_rate,binance_inflation_rate,solana_total_supply,avalanche_total_supply,ethereum_total_supply,binance_total_supply
2025-05-03T00:00:32.351021,147.56,21.22,1837.59,599.75,76701325532.19409,8867638723.996109,222405273411.50925,87736038781.79253,3189903241.55084,305490546.0648397,11709113153.261042,611130999.4106666,-1.847667819707361,-1.8296076124574405,0.1759894711568247,0.28414850515406087,517680221.76203746,417347698.3451581,120732742.0349921,145887575.79,5.302312729657531,4.126823324123964,0.7269873866391278,-4.424924909419538,599616749.5298018,458641334.08874494,120732742.0349921,145887575.79
2025-05-03T06:00:35.738019,148.43,21.09,1835.78,599.55,76616756900.7946,8813090302.482975,221527680436.24197,87532738888.25392,2855277405.344085,253569225.2162816,10692213440.275612,539204817.7746532,-1.1608744721442523,-2.725353020730945,0.09385009259915122,0.17938331416460906,517680221.76203746,417469502.5433667,120732742.0349921,145887575.79,5.302312729657531,4.146626952516617,0.7236664755458344,-4.425441495049389,599616749.5298018,458763169.22602266,120732742.0349921,145887575.79
2025-05-03T12:00:35.812634,147.19,20.8,1825.65,596.03,76234733314.46764,8640712580.476189,220337072188.03546,87030311559.08821,2590051020.7277923,239789622.78144413,9103049735.669622,370068234.43413866,-2.3565416832286923,-2.9054361412863954,-0.5111003791770147,-0.32697205421554093,517680221.76203746,417470538.2840741,120732742.0349921,145887575.79,5.302312729657531,4.1473372945093985,0.7236664755458344,-4.448781849266559,599616749.5298018,458764237.65191054,120732742.0349921,145887575.79
2025-05-03T18:00:32.371099,148.12,20.81,1831.9,598.96,75909071591.64117,8626747401.093464,220274037361.33447,87432396291.73232,2047132365.840379,202401459.54341355,5779747678.05035,376481627.98757637,-2.1332218236929443,-3.3785851960716964,-1.4684053164000463,-0.16466536202796803,517680221.76203746,417529996.11166,120732669.8173222,145887575.79,5.302312729657531,4.161171694643133,0.7239563403989036,-4.433369709910591,599616749.5298018,458823739.81498194,120732669.8173222,145887575.79
